name_other,cap_unit,cap_includes_presale,token_type,total_number_of_tokens,token_standard,additional_token_emissions,Crowdsale is auction,Has a presale,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,address,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,ethereum_contract_address,ico_start_date,ico_end_date_actual,Total amount raised (USDm),BTC_ret_ico_period,Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,Team tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",presale_transparent,industry.1
Monaco,ETH,1,Cryptocurrency,31588000.0,ERC-20,0,0,0,0,32.0,1,0,0,0,1,0.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,high,limited liability partnership,Switzerland,"c/o STAX AG Bahnhofstrasse 21, 6300 Zoug",0,0,0,0,0,0,1,1,0,0,0,Payments,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,5/18/2017,6/18/2017,27.0,0,1,1,ETH,ETH,3.0,33.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,32,31.0,1,Payments
Monetha,ETH,1,Utility-token,402400000.0,ERC-20,0,0,0,1,47.0,0,0,1,0,1,1.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,high,limited liability partnership,Switzerland,"Baarerstrasse 10, 6302 Zug",0,0,0,0,0,0,0,0,1,1,0,Payments,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,8/28/2017,9/30/2017,29.0,0,1,1,ETH,ETH,0.0,17.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,34,1.0,1,Payments
Mothership,tokens,1,Utility-token,196767206.0,ERC-20,0,0,1,1,9.0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,No,No,0,1,0,unknown,joint-stock corporation,Estonia,"Mothership Foundation OÜ Narva mnt 5, Tallinn, 10117",0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,0x68aa3f232da9bdc2343465545794ef3eea5209bd,7/7/2017,7/28/2017,5.0,0,1,1,tokens,tokens,0.0,5.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,22,9.0,0,Trading & Exchanges
Musiconomi,USD,1,Utility-token,100000000.0,ERC-20,0,0,0,1,0.0,0,0,1,0,1,0.0,0,1,0,1.0,0.0,0,1,No,No,0,1,0,unknown,unknown,Cayman Islands,unknown,0,0,0,0,0,1,1,1,1,1,0,Content Management,0x138a8752093f4f9a79aaedf48d4b9248fab93c9c,8/29/2017,9/28/2017,5.0,0,1,1,USD,USD,0.0,0.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,31,3.0,1,Content Management
MyBit Token,ETH,0,Security,5000000.0,ERC-20,0,0,1,1,16.0,0,0,1,0,1,1.0,0,0,0,0.0,0.0,0,1,No,No,0,0,0,neutal,foundation,Switzerland,"Dammstrasse 16, 6300 Zug",0,0,0,0,0,0,0,0,0,0,0,Finance,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,7/27/2017,8/26/2017,3.0,0,1,0,ETH,ETH,2.0,25.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,31,31.0,0,Finance
Mysterium,CHF,0,Utility-token,32433366.0,ERC-20,0,0,1,0,32.0,1,1,0,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,0,0,1,unknown,unknown,Switzerland,unknown,0,0,0,0,0,0,0,0,0,0,0,Privacy & Security,0xa645264c5603e96c3b0b078cdab68733794b0a71,5/30/2017,5/30/2017,17.0,0,1,1,CHF,CHF,1.0,17.0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,15.0,0,Privacy & Security
NAGA,USD,0,Utility-token,77910266.0,ERC-20,0,0,1,1,79.0,1,1,3,1,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Germany,"Herrengraben 31, Hamburg 20459",0,0,0,0,0,1,1,1,1,1,0,Payments,0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131,11/19/2017,12/15/2017,65.0,1,1,1,USD,USD,1.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,27,27.0,1,Payments
NapoleonX (NPX),EUR,1,Utility-token,29800000.0,ERC-20,0,0,1,1,40.0,0,0,1,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,1,1,1,unknown,limited liability partnership,France,"Napoleon Crypto SAS, 11 rue de Sevres, 75 006 Paris",0,0,0,1,0,1,1,1,1,1,0,Finance,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02,1/22/2018,2/28/2018,12.0,0,1,0,EUR,EUR,1.0,20.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,38,38.0,1,Finance
Neuromation,tokens,1,Utility-token,100000000.0,ERC-20,0,0,1,1,36.0,0,0,0,0,1,0.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Estonia,"Liivalaia tn 45, Kesklinna district, Tallinn city, Harju county, 10145",0,0,0,0,0,0,1,1,0,0,0,Data Analytics,0x69beab403438253f13b6e92db91f7fb849258263,1/7/2018,1/7/2018,56.0,0,1,0,tokens,tokens,2.0,31.0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,40.0,1,Data Analytics
Nimiq,ETH,0,New Blockchain,21000000.0,ERC-20,0,0,1,1,9.0,1,1,0,0,0,1.0,1,1,0,0.0,1.0,0,1,No,No,0,0,0,unknown,joint-stock corporation,British Virgin Islands,unknown,0,0,0,0,0,0,1,0,0,0,0,Blockchain Infrastructure,0xcfb98637bcae43c13323eaa1731ced2b716962fd,6/28/2017,7/28/2017,12.0,0,1,0,ETH,ETH,1.0,29.0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,31,11.0,0,Blockchain Infrastructure
Nitro,BTC,1,Utility-token,120000000.0,ERC-20,0,0,1,1,43.0,0,0,0,0,1,1.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,high,unknown,British Virgin Islands,unknown,0,1,0,0,0,0,0,1,0,0,0,Video Games & VR,0xec46f8207d766012454c408de210bcbc2243e71c,12/1/2017,12/26/2017,3.0,0,1,0,BTC,BTC,1.0,20.0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,26,26.0,0,Video Games & VR
OAX,tokens,1,Security,100000000.0,ERC-20,1,0,0,0,23.0,0,0,1,0,0,1.0,1,0,0,1.0,0.0,0,1,No,No,1,1,0,high,joint-stock corporation,Hong Kong,"19B CNT Tower, 338 Hennessy Road Wan Chai",0,1,0,0,0,1,0,0,1,1,1,Trading & Exchanges,0x701c244b988a513c945973defa05de933b23fe1d,6/22/2017,7/4/2017,14.0,0,1,1,tokens,tokens,1.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13,13.0,1,Trading & Exchanges
OmiseGO,USD,1,Cryptocurrency,140245398.0,ERC-20,0,0,0,1,16.0,0,0,4,0,1,0.0,0,1,0,0.0,0.0,1,0,SBI Investment; SMDV; SMBC; Golden Gate Ventures; Ascend Capital; East Ventures; Krungsri; 500 Startups,Pantera Capital; Kenetic Capital; Nirvana Capital,0,1,1,high,joint-stock corporation,Singapore,"7, STRAITS VIEW, #11-01, MARINA ONE EAST TOWER, SINGAPORE 018936",0,0,0,0,0,0,1,1,0,1,1,Payments,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,6/7/2017,6/27/2017,27.0,0,1,0,USD,USD,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,21,21.0,1,Payments
Opus,USD,1,Utility-token,249308531.0,ERC-223,0,0,1,1,42.0,1,1,1,0,1,1.0,1,1,0,0.0,0.0,1,0,No,No,1,0,0,unknown,joint-stock corporation,United Kingdom,"Opus Stream Ltd., 590 Kingston Road, London, United Kingdom, SW20 8DN ",0,0,0,0,0,0,0,0,0,0,1,Content Management,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0,7/20/2017,8/24/2017,6.0,0,1,0,USD,USD,0.0,13.0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,36,35.0,1,Content Management
OriginTrail,USD;tokens,1,Utility-token,500000000.0,ERC-20,0,1,1,1,27.0,1,0,5,1,1,1.0,1,1,1,1.0,0.0,1,0,No,No,1,0,1,high,limited liability partnership,Slovenia,"OriginTrail, d.o.o., Vojkova cesta 63, 1000 Ljubljana, Slovenia",0,0,0,0,0,1,0,0,1,0,0,Provenance & Notary,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,1/17/2018,1/17/2018,19.0,0,1,1,USD,tokens,0.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,27.0,1,Provenance & Notary
Pally,ETH,1,Utility-token,55679834.0,ERC-20,0,0,1,1,25.0,1,1,1,0,1,1.0,0,0,0,0.0,0.0,1,0,No,No,0,0,0,high,joint-stock corporation,United Kingdom,"PENPAL GROUP LTD, 21 Callingham House Clapham Road Estate, London, England, SW4 6NF ",0,0,0,0,0,0,1,1,0,0,0,Travel & Tourisim,0x562952c749d05dca4cd004489a153c7ee7e58240,10/12/2017,12/13/2017,0.0,1,1,1,ETH,ETH,0.0,25.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,63,29.0,1,Travel & Tourisim
Patientory,tokens,1,Utility-token,100000000.0,ERC-20,0,0,1,1,19.0,0,0,2,0,1,0.0,0,1,0,0.0,0.0,1,0,StartUp Health; Boomtown Accelerator; MedTech Innovator,No,0,1,1,high,joint-stock corporation,United States,"Patientory, Inc., 859 Spring St. NW Atlanta, GA 30308",0,0,0,0,0,0,0,0,0,0,0,Drugs & Healthcare,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,5/31/2017,6/28/2017,11.0,0,1,1,tokens,tokens,0.0,17.0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,29,4.0,1,Drugs & Healthcare
Pillar,USD;tokens,0,Utility-token,800000000.0,ERC-20,0,0,1,0,38.0,0,0,1,0,0,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,high,joint-stock corporation,Switzerland,"Bahnhofstrasse 21,6300 Zug",0,0,0,0,0,0,0,1,0,0,0,Payments,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,7/15/2017,7/17/2017,23.0,0,1,1,USD,tokens,0.0,0.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,3,3.0,1,Payments
Playkey,tokens,1,Utility-token,19893268.0,ERC-20,0,0,1,1,37.0,0,0,4,0,1,1.0,0,1,1,0.0,0.0,1,0,Clarsia Investments; Internet Initiatives Development Fund,Uncharted Capital,0,1,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,1,0,0,1,0,1,Video Games & VR,0x2604fa406be957e542beb89e6754fcde6815e83f,11/1/2017,11/30/2017,7.0,0,1,0,tokens,tokens,2.0,14.0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,30,30.0,0,Video Games & VR
Po.et,USD,0,Utility-token,3141592653.0,ERC-20,0,0,1,0,26.0,1,1,1,0,1,0.0,1,1,0,0.0,0.0,0,1,No,Fenbushi Capital; BTC Labs,0,0,1,unknown,joint-stock corporation,Singapore,"POET TECHNOLOGY LIMITED,  22 NORTH CANAL ROAD #02-00 SINGAPORE 048834",0,0,0,0,0,0,1,1,0,0,0,Content Management,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,8/8/2017,8/8/2017,11.0,0,1,0,USD,USD,0.0,0.0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,30.0,1,Content Management
Polybius,tokens,1,Security,4268349.0,ERC-20,0,0,0,1,25.0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,neutral,foundation,Estonia,Tartu mnt 43 Tallinn 10128 Estonia,0,0,0,0,0,1,1,0,0,0,0,Finance,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,5/31/2017,7/5/2017,31.0,0,1,0,tokens,tokens,8.0,20.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,36,36.0,1,Finance
Power Ledger,USD,0,Utility-token,1000000000.0,ERC-20,0,1,1,1,34.0,0,0,2,0,1,0.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,low,joint-stock corporation,Australia,"218 St Georges Terrace (8,658.64 mi), Perth, Western Australia 6000",0,0,0,0,0,0,1,1,0,1,0,Energy & Utilities,0x595832f8fc6bf59c85c527fec3740a1b7a361269,9/12/2017,10/6/2017,26.0,0,0,0,USD,USD,0.0,20.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,25,25.0,1,Energy & Utilities
Primalbase Token,tokens,1,Utility-token,1250.0,Waves,0,0,0,1,10.0,1,1,0,1,1,0.0,0,1,0,0.0,0.0,0,1,No,No,1,0,1,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Real Estate,not applicable,6/26/2017,7/26/2017,8.0,0,1,1,tokens,tokens,7864.0,40.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,31,3.0,1,Real Estate
Privatix,ETH,0,Utility-token,1275455.0,ERC-20,0,0,1,1,75.0,0,0,2,0,1,1.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,0,0,0,Communications,0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a,10/18/2017,11/16/2017,3.0,0,1,1,ETH,ETH,3.0,25.0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,30,30.0,1,Communications
Proof Suite,ETH,1,Security,2362062.0,ERC-20,0,0,1,0,19.0,0,0,0,0,1,1.0,0,1,0,1.0,0.0,0,1,No,No,0,0,0,neutral,unknown,Estonia," Roosikrantsi 2, 10119 Tallinn, Estonia",0,0,0,0,0,0,0,0,0,0,0,Finance,unknown,11/1/2017,12/1/2017,3.0,0,1,0,ETH,ETH,41.0,0.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31,31.0,0,Finance
Propy,USD,0,Utility-token,100000000.0,ERC-20,0,0,1,1,31.0,1,1,2,0,1,1.0,0,0,0,1.0,0.0,0,1,No,No,0,1,0,high,joint-stock corporation,United States,"644 Emerson St, Suite 100. Palo Alto, CA 94301",0,0,0,0,0,0,0,0,0,0,0,Real Estate,0x226bb599a12c826476e3a771454697ea52e9e220,7/23/2017,9/15/2017,12.0,0,1,0,USD,USD,1.0,13.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,55,55.0,0,Real Estate
Publica,USD,0,Utility-token,33787150.0,ERC-20,0,0,1,0,20.0,0,0,0,0,1,1.0,0,0,0,0.0,0.0,1,0,No,No,0,1,1,neutral,unknown,unknown,unknown,0,0,0,0,0,0,1,0,0,0,0,Content Management,0x55648de19836338549130b1af587f16bea46f66b,11/1/2017,12/1/2017,1.0,0,1,1,USD,USD,0.0,29.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31,14.0,0,Content Management
QASH,tokens,0,Utility-token,1000000000.0,ERC-20,0,0,1,1,73.0,1,1,3,1,1,0.0,0,1,0,1.0,0.0,0,1,Jafco; B Dash Ventures; SBI Investment; Mistletoe; Digital Garage,No,0,1,1,high,joint-stock corporation,Singapore,"Quoine PTE. LTD., 8 Orange Grove Road #06-02, Singapore 258342",0,0,0,0,0,1,0,1,0,0,0,Finance,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,11/6/2017,11/8/2017,87.0,0,1,1,tokens,tokens,0.0,0.0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3,3.0,0,Finance
Qbao,tokens,0,Utility-token,100000000.0,QTUM,0,0,1,1,40.0,1,1,0,1,1,0.0,0,1,0,1.0,0.0,0,1,No,No,0,1,0,unknown,foundation,Singapore,"QBAO Foundation Ltd., 9 TEMASEK BOULEVARD #04-02 SUNTEC TOWER TWO SINGAPORE 038989",0,0,0,0,0,1,0,0,0,0,0,Social Networks,not applicable,11/19/2017,11/20/2017,12.0,0,1,0,tokens,tokens,0.0,9.0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2,31.0,1,Social Networks
QLINK,NEO,0,Utility-token,600000000.0,NEO,0,0,1,1,34.0,0,0,3,0,1,0.0,0,1,0,1.0,0.0,1,0,No,District 13,0,1,1,neutral,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,1,1,1,0,1,1,Communications,not applicable,12/19/2017,1/19/2018,21.0,0,1,0,NEO,NEO,0.0,0.0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,32,32.0,1,Communications
Raiden Network Token,tokens,1,Cryptocurrency,100000000.0,ERC-20,0,1,0,0,0.0,0,0,3,0,0,1.0,1,0,0,1.0,0.0,0,1,No,Nirvana Capital,0,1,0,unknown,other,Liechtenstein,Brainbot Labs Establishment Lettstrasse 12 ,0,0,0,0,0,1,0,0,0,0,0,Payments,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,10/18/2017,11/1/2017,32.0,0,1,0,tokens,tokens,1.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,15,15.0,1,Payments
REAL,ETH,1,Security,19717288.0,ERC-20,0,0,1,0,38.0,0,0,0,0,1,1.0,0,1,1,0.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Singapore,"Real Estate Asset Ledger Pte. Ltd. , 22 North Canal Road #02-00, Singapore 048834.",0,0,0,0,0,0,0,0,0,0,0,Real Estate,0x9214ec02cb71cba0ada6896b8da260736a67ab10,8/31/2017,9/30/2017,11.0,0,1,0,ETH,ETH,1.0,17.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,31,31.0,1,Real Estate
REALT,ETH,1,Utility-token,100000000.0,ERC-20,0,0,0,1,11.0,0,0,4,0,0,0.0,0,1,0,1.0,0.0,0,1,No,No,0,1,1,unknown,limited liability partnership,United Kingdom,"97 Friars Mead, London, England, E14 3JY",0,0,0,0,0,0,0,0,0,0,0,Commerce & Advertising,unknown,9/7/2017,10/31/2017,0.0,0,1,1,ETH,ETH,1.0,0.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,55,55.0,1,Commerce & Advertising
Request Network,ETH,0,Cryptocurrency,1000000000.0,ERC-20,0,0,1,1,23.0,0,0,0,0,0,1.0,0,1,0,0.0,0.0,0,1,YCombinator,No,1,0,0,high,foundation,Switzerland,"Baarerstrasse 82, 6302 Zug",0,0,0,0,0,1,1,0,0,0,0,Payments,0x8f8221afbb33998d8584a2b05749ba73c37a938a,10/13/2017,10/15/2017,34.0,0,1,0,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,3,5.0,0,Payments
Restart Energy,USD,1,Utility-token,500000000.0,ERC-20,0,0,1,1,89.0,1,0,7,1,1,0.0,0,1,0,0.0,0.0,1,0,No,No,0,1,1,high,joint-stock corporation,Romania,"Doja Business Center, Timisoara, Gheorghe Doja Street, Nr.11",0,0,0,0,0,1,1,1,1,1,0,Energy & Utilities,0x6425c6be902d692ae2db752b3c268afadb099d3b,2/14/2018,3/14/2018,30.0,0,1,0,USD,USD,0.0,13.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,29,29.0,1,Energy & Utilities
Rialto,USD,1,Security,100000000.0,ERC-20,0,0,1,1,25.0,0,0,0,0,0,1.0,0,1,0,0.0,0.0,0,1,No,No,0,0,0,unknown,joint-stock corporation,Malta,"184 Saint Lucy Street,Valletta, VLT 1189",0,0,0,0,0,1,1,1,0,0,0,Trading & Exchanges,0xb24754be79281553dc1adc160ddf5cd9b74361a4,7/1/2017,7/4/2017,10.0,0,1,1,USD,USD,0.0,9.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,46.0,1,Trading & Exchanges
Ripio Credit Network,tokens,0,Utility-token,1000000000.0,ERC-20,0,0,1,1,26.0,0,0,4,0,1,0.0,0,1,0,0.0,0.0,0,1,Funders Club,Tim Draper; Pantera Capital; Fenbushi Capital; DCG; Huiyin Blockchain Ventures; Medici Ventures; Boost VC; Barry Silbert,0,1,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,0,0,1,0,0,0,Finance,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6,10/24/2017,11/10/2017,38.0,0,1,0,tokens,tokens,0.0,0.0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,18,13.0,1,Finance
Santiment Network Token,ETH,0,Utility-token,83000000.0,ERC-20,0,0,1,1,22.0,1,1,0,0,0,1.0,1,1,0,0.0,0.0,1,0,No,No,0,0,0,high,joint-stock corporation,Switzerland,"Via Balestra 6, 6830 Chiasso",0,0,0,0,0,0,1,0,1,0,0,Trading & Exchanges,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,7/4/2017,7/5/2017,15.0,0,1,1,ETH,ETH,0.0,0.0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,2,32.0,1,Trading & Exchanges
Science Blockchain,USD,1,Security,100000000.0,ERC-20,0,0,0,0,78.0,1,0,6,1,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,unknown,limited liability partnership,Singapore,Science Blockchain Pte. Ltd. 22 North Canal road 048834 Singapore,0,0,0,1,0,1,1,0,0,1,0,Finance,unknown,9/11/2017,11/22/2017,12.0,1,1,1,USD,USD,1.0,0.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,73,73.0,1,Finance
Selfkey,USD,0,Utility-token,6000000000.0,ERC-20,0,0,1,1,29.0,1,1,2,0,0,1.0,1,1,0,1.0,0.0,0,1,Accenture Fintech Lab Accelerator; SCB Digital Ventures; Cyberport Accelerator,No,0,1,0,high,limited liability partnership,Mauritius,unknown,0,0,0,0,0,1,0,0,1,0,0,Identity & Reputation,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,1/14/2018,1/14/2018,22.0,0,1,1,USD,USD,0.0,0.0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,18.0,1,Identity & Reputation
Seratio Project,tokens,0,Cryptocurrency,124131896.0,ERC-20,0,0,1,1,20.0,0,0,4,0,0,0.0,0,1,0,1.0,0.0,1,0,No,No,0,1,1,high,limited liability partnership,United Kingdom,"Seratio Limited, Bureau 112, Un Innovation Green Street, Northampton, NN1 1SY ",0,0,0,0,0,0,1,0,1,1,0,Charity,unknown,10/1/2017,10/31/2017,4.0,0,0,0,tokens,tokens,0.0,20.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,31,31.0,0,Charity
Sharpe Capital,USD,1,Utility-token,32000000.0,ERC-20,0,0,0,1,55.0,0,0,1,0,1,1.0,1,1,0,1.0,0.0,1,0,No,No,1,0,0,low,joint-stock corporation,Hong Kong,"Sharpe Holdings Limited 14/F Manning House, 38-48 Queens Road Central",0,0,0,0,0,1,1,1,1,1,0,Finance,0xef2463099360a085f1f10b076ed72ef625497a06,11/13/2017,2/5/2018,4.0,0,1,0,USD,USD,0.0,46.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,85,77.0,1,Finance
Simple Token,tokens,1,Utility-token,800000000.0,ERC-20,0,1,1,1,36.0,0,0,1,0,0,1.0,1,1,0,1.0,0.0,1,0,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,CM Crypto Capital; Hashed,0,0,1,high,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,1,0,1,1,1,0,Commerce & Advertising,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,11/14/2017,12/1/2017,22.0,1,1,1,tokens,tokens,0.0,30.0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,18,18.0,1,Commerce & Advertising
SingularDTV,USD,0,Security,1000000000.0,ERC-20,0,0,1,1,28.0,0,0,2,0,1,1.0,0,1,0,0.0,0.0,0,1,No,No,0,1,1,neutral,limited liability partnership,Switzerland,"SingularDTV GmbH,   Gartenstrasse 6
6300 Zug",0,0,0,0,0,0,0,0,1,1,0,Events & Entertainment,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,10/2/2016,10/29/2016,6.0,0,1,1,USD,USD,0.0,33.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,28,1.0,0,Events & Entertainment
