vc_support_blockchain_specialist,vc_support_general,Postal address known,total_number_of_tokens,token_is_new_blockchain,Total amount raised (USDm),Financial advisor disclosed,KYC/AML procedure,name_other,Is currency or general purpose blockchain,advisor_quality,is_ethereum,Is cryptographic token,ico_start_date,industry,address,Product can be tried out,Legal entity is corporation,ico_end_date_actual,cap_unit,ico_successful,Use of proceeds mentioned,Celebrity endorsement,Years since foundation,US retail investors excluded,Whitepaper page count,US_qualified_only,Legal advisor disclosed,token_standard,Fundraiser has minimum ('soft cap'),cap_includes_presale,ico_end_date_planned,Is a utility token,Decentralised platform,Development road map available,has_specialist_vc,Unsold tokens 'burnt' or proportional allocation,hard_cap_unit,Team tokens locked up,"Length of crowdsale (calendar days, actual)",Funding milestones,Unknown or low quality advisors,portfolio_converted_into_fiat,Experienced team,Fundraiser has maximum ('hard cap'),soft_cap,token_is_cryptocurrency,Crowdsale max. discount (%),Issuer has customers for product,industry.1,"Length of crowdsale (calendar days, planned)",Smart contract code available,price_crowdsale,Team business background missing,legal_structure,soft_cap_unit,Team member with business background,Has VC backing,switzerland,Investors have governance rights,issued_on_other_platf,High quality advisory team,Use of proceeds disclosed in detail,Legal form and jurisdiction known,additional_token_emissions,Project code available,Independent custodian for ICO funds,Has a presale,Qualified investors only,Team experience missing,Business model available,Token supply is fixed,Legal entity is foundation,token_type,presale_transparent,Legal entity is LLC,Is a security,has_generalist_vc,Simple agreement for future tokens (SAFT),Product or prototype developed,Crowdsale is auction,air_drop_after_ICO ,BTC_ret_ico_period,Registered in offshore financial center,Unsold tokens kept by issuer,Investors from other (non-US) jurisdictions excluded,registration_country,Token share producers/miners (ex ante),Token share team (ex ante),ethereum_contract_address
No,No,1,50000000.0,0,8.483866691589355,0,1,Inspeer,0,low,1,1,2017-11-14,Finance,"Inspeer Holdings Limited, CHRYSANTHOU MYLONA, 10, MAGNUM HOUSE, 3030 LIMASSOL, CYPRUS",0,1,2018-02-05,USD,1.0,0,0,3,1,34.0,0,1,ERC-20,0,1,2018-02-05,0,0,1,0,1,USD,0,84,0,1,0,0,1,0.0,0,20.0,1,Finance,84.0,0.0,0.9148087501525879,0,joint-stock corporation,USD,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,Security,1,0,1,0,0,1,0,0,0.04702794551849365,1,0,0,Cyprus,0.0,0.15,unknown
No,No,1,300000000.0,0,17.399999618530273,0,1,InsurePal,0,neutral,1,1,2018-01-16,Insurance,"c/o RATUS Aktiengesellschaft, Landstrasse 60, 9490 Vaduz",0,1,2018-01-16,USD,1.0,1,1,2,1,51.0,0,1,ERC-20,1,1,2018-02-06,1,1,1,0,0,USD,1,1,0,0,0,1,1,5000000.0,0,9.090909004211426,0,Insurance,22.0,1.0,0.09090909361839294,0,joint-stock corporation,USD,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.0,1,1,1,Liechtenstein,0.0,0.31,0x64cdf819d3e75ac8ec217b3496d7ce167be42e80
No,No,1,1714102658.83,0,8.109959602355957,0,1,IP Exchange (IPSX),0,unknown,1,1,2018-02-28,Marketplaces,Geralka Project AG   Bahnhofstrasse 4 6052 Hergiswil NW,1,1,2018-03-05,ETH,1.0,1,0,1,1,15.0,0,0,ERC-20,1,1,2018-03-05,1,1,1,0,1,ETH,1,6,0,1,0,0,1,5122080.0,0,0.0,0,Marketplaces,6.0,0.0,0.012093800120055676,1,joint-stock corporation,ETH,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,Utility-token,1,0,0,0,0,1,0,0,0.10709685832262039,0,0,1,Switzerland,0.0,0.5,0x001f0aa5da15585e5b2305dbab2bac425ea71007
No,No,1,76000000.0,0,23.0,0,0,Iungo,0,medium,1,1,2017-12-07,Communications,"Harju maakond, Tallinn, Kesklinna linnaosa, Parda tn 4, 10151",0,1,2018-01-31,tokens,1.0,1,0,1,1,25.0,0,0,ERC-20,1,1,2018-01-31,1,1,1,0,1,tokens,1,56,0,0,0,1,1,5591550.0,0,37.5,0,Communications,56.0,1.0,0.594315230846405,0,joint-stock corporation,tokens,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,0,0,0,0,0,1,0,0,-0.5603297352790833,0,0,1,Estonia,0.0,0.4736842105263157,0x24ddff6d8b8a42d835af3b440de91f3386554aa4
No,No,1,65778844.0,0,7.6019744873046875,0,0,iXledger,0,high,1,1,2017-07-11,Finance,"228a High street, London, England, BR1 1PQ",0,0,2017-07-13,tokens,1.0,1,0,0,0,15.0,0,0,ERC-20,0,1,2017-07-31,1,1,1,0,1,tokens,0,3,0,0,0,1,1,0.0,0,26.47058868408203,0,Finance,21.0,0.0,0.16299036145210266,0,limited liability partnership,tokens,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,1,0,0,0,0,0,0,0.008565354160964489,0,0,0,United Kingdom,0.0,0.2307692307692308,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094
No,No,1,200000000.0,0,33.21929931640625,1,1,Jibrel Network,0,neutral,1,1,2017-11-27,Finance,"Baarerstrasse 10, 6302 Zug",0,1,2017-12-27,USD,1.0,1,0,1,1,8.0,0,0,ERC-20,0,0,2018-01-27,1,1,0,0,0,USD,1,31,0,0,0,1,1,3219299.0,0,5.0,0,Finance,62.0,1.0,0.25,0,joint-stock corporation,USD,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.4781906008720398,0,1,1,Switzerland,0.0,0.3,0xa5fd1a791c4dfcaacc963d4f73c6ae5824149ea7
No,No,0,350000000.0,0,3.098829984664917,0,0,Kibo Lotto,0,unknown,1,1,2016-09-29,Gambling & Betting,unknown,0,0,2016-11-09,tokens,1.0,1,0,0,0,17.0,0,1,ERC-20,0,1,2016-11-09,0,0,0,0,0,tokens,0,42,0,1,0,0,1,0.0,0,50.0,0,Gambling & Betting,42.0,1.0,0.3197999894618988,0,unknown,tokens,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Security,1,0,1,0,0,0,0,0,0.17741429805755615,0,1,0,unknown,0.0,0.7142857142857143,unknown
No,No,1,457760867.8408,0,22.096820831298828,0,1,KICKICO,1,medium,1,1,2017-08-29,Finance,176 JOO CHIAT ROAD #02-02 SINGAPORE 427447,1,1,2017-09-16,ETH,1.0,0,0,3,1,25.0,0,0,ERC-20,1,0,2017-09-16,0,1,1,0,1,ETH,1,19,0,0,0,0,1,13558600.0,1,24.812030792236328,1,Finance,19.0,1.0,0.07166441529989243,0,joint-stock corporation,ETH,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,Cryptocurrency,1,0,0,0,0,1,0,1,-0.23361967504024506,0,0,1,Singapore,0.0,0.276614045654372,0x27695e09149adc738a978e9a678f99e4c39e9eb9
Blockchain Capital; Pantera Capital,No,1,10000000000000.0,0,98.50032806396484,0,1,Kik,1,low,1,1,2017-09-12,Blockchain Infrastructure,"KIK Interactive Inc., 420 WEBER STREET NORTH, SUITE 1, WATERLOO ON N2L 4E7, Canada ",0,1,2017-09-26,tokens,1.0,0,0,8,0,28.0,0,0,ERC-20,0,0,2017-09-26,0,1,0,1,0,tokens,1,15,0,1,0,1,1,50000000.0,1,0.0,0,Blockchain Infrastructure,15.0,0.0,0.00011958199320361018,0,joint-stock corporation,tokens,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Cryptocurrency,1,0,0,0,0,0,0,0,-0.05946042388677597,0,1,1,Canada,0.0,0.9,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5
Pantera Capital; Kenetic Capital,No,1,226000000.0,0,58.70000076293945,0,1,Kyber Network,0,high,1,1,2017-09-15,Trading & Exchanges,6 EU TONG SEN STREET #09-16 THE CENTRAL SINGAPORE 059817,1,1,2017-09-18,ETH,1.0,1,0,0,0,19.0,0,0,ERC-20,0,1,2017-09-16,1,1,1,1,1,ETH,1,4,0,0,0,0,1,0.0,0,0.0,0,Trading & Exchanges,2.0,1.0,0.4891666769981384,0,joint-stock corporation,ETH,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,Utility-token,1,0,0,0,0,1,0,0,0.11116081476211548,0,0,1,Singapore,0.0,0.3894,0xdd974d5c2e2928dea5f71b9825b8b646686bd200
No,No,1,500000000.0,1,24.64900016784668,0,0,Lamden,1,high,1,1,2017-10-27,Blockchain Infrastructure,"rue de Lausanne 37, 1201 Genève",0,0,2018-01-04,USD,1.0,1,0,0,1,13.0,0,0,ERC-20,0,1,2018-02-15,0,1,1,0,1,USD,0,70,0,0,0,0,1,0.0,0,0.0,0,Blockchain Infrastructure,112.0,0.0,0.1009904220700264,1,limited liability partnership,USD,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,New Blockchain,0,1,0,0,0,0,0,0,0.9926602244377136,0,0,1,Switzerland,0.0,0.3136159239999999,0xc27a2f05fa577a83ba0fdb4c38443c0718356501
No,No,0,300000000.0,0,17.1800594329834,0,0,Latium,0,low,1,1,2017-11-15,Marketplaces,unknown,0,1,2018-01-18,tokens,1.0,1,1,1,0,19.0,0,1,ERC-20,0,1,2018-03-01,1,1,1,0,1,tokens,1,65,0,1,0,0,1,0.0,0,4.761904716491699,0,Marketplaces,107.0,1.0,0.08504608273506165,0,joint-stock corporation,tokens,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.4501611888408661,0,0,0,United States,0.0,0.4,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9
No,No,1,1000000000.0,0,14.241580963134766,0,0,Leverj,0,low,1,1,2017-11-07,Trading & Exchanges,"Suite #9, Anusuya Estate, Revolution Avenue, Victoria",0,0,2017-12-06,tokens,1.0,0,0,0,1,29.0,0,1,ERC-20,0,1,2017-12-06,1,1,1,0,0,tokens,1,30,0,1,0,1,1,0.0,0,0.0,0,Trading & Exchanges,30.0,1.0,0.14286333322525024,0,unknown,tokens,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,1,0.693338930606842,1,1,1,Seychelles,0.0,0.59777,0x0f4ca92660efad97a9a70cb0fe969c755439772c
No,Edison Partners; Center for Innovative Technology; Torian Capital,1,100000000.0,0,1.0966169834136963,1,0,LOCIcoin,0,neutral,1,1,2017-08-06,Search,"Loci, Inc., 12110 Sunset Hills Rd, #600, 20190 Reston, VIRGINIA",1,1,2017-12-31,USD,1.0,1,0,9,1,32.0,1,0,ERC-20,0,1,2017-12-31,1,1,1,0,0,USD,1,148,0,0,0,1,1,0.0,0,56.0,1,Search,148.0,1.0,0.5400000214576721,0,joint-stock corporation,USD,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,1,0,1,0,0,1.4826692342758179,0,1,1,United States,0.0,0.5,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2
No,No,0,1395076054.5238,0,36.27239990234375,0,1,Loopring,0,high,1,1,2017-08-01,Trading & Exchanges,unknown,0,0,2017-08-16,ETH,1.0,0,0,3,1,12.0,0,0,ERC-20,1,1,2017-08-31,1,1,1,0,0,ETH,1,16,0,0,0,0,1,15113500.0,0,16.66666603088379,0,Trading & Exchanges,31.0,1.0,0.05903363972902298,0,unknown,ETH,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,Utility-token,0,0,0,0,0,1,0,1,0.4762870669364929,0,1,1,unknown,0.3,0.2,0xef68e7c694f40c8202821edf525de3782458639f
No,No,1,2703356.0,0,3.3622777462005615,0,0,Lunyr,0,neutral,1,1,2017-03-29,Content Management,"Lunyr Inc., 2040 Martin Ave, Santa Clara, CA 95050",0,1,2017-04-28,ETH,1.0,1,0,0,0,21.0,0,1,ERC-20,1,1,2017-04-27,1,0,1,0,1,ETH,1,31,0,0,0,1,1,1754000.0,0,0.0,0,Content Management,30.0,1.0,1.5945454835891724,0,joint-stock corporation,ETH,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Utility-token,1,0,0,0,0,0,0,0,0.23576964437961578,0,0,0,United States,0.0,0.22,0xfa05a73ffe78ef8f1a739473e462c54bae6567d9
No,No,1,999999999.017098,0,18.17300033569336,0,1,Lympo (LYM),0,high,1,1,2018-02-17,Health,"Latgala OÜ, located at Tornimäe 5, Tallinn 10145, Es",1,1,2018-02-28,tokens,1.0,1,0,1,1,29.0,0,1,ERC-20,1,1,2018-02-27,1,1,1,0,1,tokens,1,12,0,0,0,0,1,3207000.0000000005,0,0.0,0,Health,11.0,1.0,0.021379999816417694,0,joint-stock corporation,tokens,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,Utility-token,1,0,0,0,0,1,0,0,-0.066484734416008,0,0,1,Estonia,0.0,0.35,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec
Pantera Capital,Polytech ecosystem venures,1,100000000.0,0,15.41532039642334,1,0,Maecenas,0,high,1,1,2017-09-05,Art & Music,"10 John Street,  London, United Kingdom, WC1N 2EB",0,0,2017-10-07,USD,1.0,1,0,3,1,19.0,0,0,ERC-20,1,1,2017-10-05,1,0,1,1,0,USD,1,33,0,0,0,1,1,3000000.0,0,0.0,0,Art & Music,31.0,0.0,0.6481666564941406,0,limited liability partnership,USD,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,1,0,1,0,0,0,0,0.011441132985055447,0,1,1,United Kingdom,0.0,0.7,0xfec0cf7fe078a500abf15f1284958f22049c2c7e
No,No,1,100000000.0,0,5.579999923706055,1,0,Matchpool,0,neutral,1,1,2017-04-01,Social Networks,"Matchpool GmbH,    c/o Sielva Management SA, Gubelstrasse 11, 6300 Zug",0,0,2017-04-04,ETH,1.0,1,0,0,0,10.0,0,1,ERC-20,0,1,2017-04-29,1,0,1,0,1,ETH,1,4,1,0,0,0,1,0.0,0,25.0,0,Social Networks,29.0,1.0,0.09300000220537186,0,limited liability partnership,ETH,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,Utility-token,1,1,0,0,0,0,0,0,0.04766571521759033,0,0,0,Switzerland,0.0,0.4,0xf7b098298f7c69fc14610bf71d5e02c60792894c
No,No,1,1250000.0,0,2.9070000648498535,1,0,Melonport,0,neutral,1,1,2017-02-15,Finance,"Lotenbach 7, 6318 Walchwil",0,1,2017-02-15,tokens,1.0,0,0,1,1,7.0,0,1,ERC-20,0,1,2017-03-15,1,1,1,0,0,tokens,0,1,0,0,0,0,1,0.0,0,0.0,0,Finance,29.0,0.0,5.814000129699707,0,joint-stock corporation,tokens,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Utility-token,1,0,0,0,0,0,0,0,0.0,0,1,0,Switzerland,0.0,0.6,0xbeb9ef514a379b997e0798fdcc901ee474b6d9a1
No,No,0,1000000000.0,0,10.4855375289917,0,1,Mercury Protocol,0,neutral,1,1,2017-10-25,Communications,unknown,1,0,2017-11-24,tokens;USD,1.0,0,0,3,0,17.0,0,0,ERC-20,1,1,2017-11-24,1,1,1,0,0,USD,0,31,0,0,0,0,1,6784428.571426536,0,0.0,1,Communications,31.0,1.0,0.06784428656101227,0,limited liability partnership,tokens,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,Utility-token,1,1,0,0,0,1,0,0,0.3613213896751404,0,1,1,United States,0.0,0.4,0xb3bd49e28f8f832b8d1e246106991e546c323502
No,No,1,17422798.0,0,13.536206245422363,0,0,MicroMoney,1,high,1,1,2017-10-15,Finance,"Ofce 18 Sin Ming Lane, #08-06, Midview City, Singapore (573960)",1,1,2017-11-18,USD,1.0,1,0,2,1,76.0,0,0,ERC-20,1,1,2017-11-18,0,1,1,0,1,USD,0,35,0,0,0,1,1,1000000.0,1,25.0,1,Finance,35.0,1.0,0.8662576675415039,0,joint-stock corporation,USD,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,Cryptocurrency,1,0,0,0,0,1,0,0,0.31622758507728577,0,0,0,Singapore,0.0,0.16,0x8b1f49491477e0fb46a29fef53f1ea320d13c349
No,No,1,1248964.0,0,3.9389569759368896,0,1,MiniApps,0,neutral,1,1,2017-10-18,Blockchain Infrastructure,"Picosoft Inc. 3803 MOUNT BONNELL RD AUSTIN, TX 78731-5732",1,1,2017-12-19,USD;ETH,1.0,1,0,2,0,49.0,0,0,ERC-223,1,1,2017-12-19,1,0,1,0,1,ETH,0,63,0,0,0,1,1,1653640000.0,0,7.407407283782959,1,Blockchain Infrastructure,63.0,0.0,7.655740737915039,0,joint-stock corporation,USD,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,Utility-token,1,0,0,0,0,1,0,0,1.1567858457565308,0,0,0,United States,0.0,0.5,0x0f587d0b7b1c1ef68b432936b75c4d6c4d12b647
No,No,1,200000000.0,0,3.048356056213379,0,0,Mirocana,0,neutral,1,1,2017-11-19,Finance,"Mirocana Company OÜ, Harju maakond, Tallinn, Nõmme linnaosa, Rännaku pst 12, 10917 ",0,1,2017-12-19,ETH,1.0,1,0,3,0,26.0,0,0,ERC-20,0,0,2017-12-19,1,0,1,0,0,ETH,0,31,0,0,0,0,1,1336141.125,0,25.925926208496094,0,Finance,31.0,1.0,0.7196396589279175,0,joint-stock corporation,ETH,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,Utility-token,0,0,0,0,1,0,0,0,0.7938961982727051,0,1,1,Estonia,0.1,0.3,0x0168703872fa06741ecaa9dff7803168e83f7ae0
Nirvana Capital,Camp One Ventures,1,888000000.0,1,39.0,0,1,Mobius,1,medium,0,1,2018-01-18,Communications,"George Town, Cayman Islands",1,1,2018-01-18,USD,1.0,0,0,0,1,38.0,0,1,Stellar,0,1,2018-01-19,0,1,1,1,0,USD,1,1,0,0,0,0,1,0.0,0,0.0,0,Communications,2.0,0.0,1.0190459489822388,0,joint-stock corporation,USD,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,New Blockchain,1,0,0,1,0,1,0,0,0.0,1,1,0,Cayman Islands,0.0,0.7,not applicable
No,No,1,30000000.0,0,14.550000190734863,0,1,Modum,0,high,1,1,2017-09-01,Drugs & Healthcare,"Technoparkstrasse 1 ,8005  Zurich",1,1,2017-09-22,tokens,1.0,1,0,1,1,20.0,0,0,ERC-20,0,0,2017-09-22,0,0,1,0,0,tokens,0,22,1,0,0,1,1,1050000.0,0,17.647058486938477,0,Drugs & Healthcare,22.0,1.0,0.75,0,joint-stock corporation,tokens,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,Security,1,0,1,0,0,1,0,0,-0.2981778085231781,0,1,1,Switzerland,0.0,0.33,0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e
No,No,1,31588000.0,0,26.519271850585938,0,0,Monaco,1,high,1,1,2017-05-18,Payments,"c/o STAX AG Bahnhofstrasse 21, 6300 Zoug",0,0,2017-06-18,ETH,1.0,1,0,0,1,32.0,0,0,ERC-20,1,1,2017-06-17,0,1,0,0,1,ETH,1,32,0,0,0,1,1,1857300.0,1,33.34000015258789,0,Payments,31.0,0.0,2.7984542846679688,0,limited liability partnership,ETH,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,Cryptocurrency,1,1,0,0,0,1,0,0,0.2995602488517761,0,0,1,Switzerland,0.0,0.7,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d
No,No,1,402400000.0,0,28.638700485229492,1,0,Monetha,0,high,1,1,2017-08-28,Payments,"Baarerstrasse 10, 6302 Zug",0,0,2017-09-30,ETH,1.0,1,0,1,0,47.0,0,1,ERC-20,1,1,2017-08-28,1,0,1,0,1,ETH,1,34,0,0,0,1,1,8440880.0,0,16.66666603088379,0,Payments,1.0,1.0,0.12560833990573883,0,limited liability partnership,ETH,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,1,0,0,0,0,0,0,-0.010078776627779007,0,0,0,Switzerland,0.0,0.5,0xaf4dce16da2877f8c9e00544c93b62ac40631f16
No,No,1,196767206.0,0,4.99448299407959,0,1,Mothership,0,unknown,1,1,2017-07-07,Trading & Exchanges,"Mothership Foundation OÜ Narva mnt 5, Tallinn, 10117",0,1,2017-07-28,tokens,1.0,0,0,0,1,9.0,0,0,ERC-20,1,1,2017-07-15,1,0,1,0,0,tokens,0,22,0,1,0,1,1,1585550.082102052,0,4.761904716491699,0,Trading & Exchanges,9.0,1.0,0.032330773770809174,0,joint-stock corporation,tokens,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,Utility-token,0,0,0,0,0,0,0,0,0.10910509526729584,0,1,0,Estonia,0.0,0.05,0x68aa3f232da9bdc2343465545794ef3eea5209bd
No,No,0,100000000.0,0,5.2793989181518555,1,1,Musiconomi,0,unknown,1,1,2017-08-29,Content Management,unknown,0,0,2017-09-28,USD,1.0,1,0,1,1,0.0,0,1,ERC-20,1,1,2017-08-31,1,1,1,0,0,USD,1,31,0,1,0,1,1,3000000.0,0,0.0,0,Content Management,3.0,0.0,0.23999999463558197,0,unknown,USD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,-0.0924353152513504,1,1,1,Cayman Islands,0.0,0.75,0x138a8752093f4f9a79aaedf48d4b9248fab93c9c
No,No,1,5000000.0,0,3.3534908294677734,0,0,MyBit Token,0,neutal,1,1,2017-07-27,Finance,"Dammstrasse 16, 6300 Zug",0,0,2017-08-26,ETH,1.0,0,0,1,0,16.0,0,0,ERC-20,0,0,2017-08-26,0,0,1,0,0,ETH,0,31,0,0,0,0,1,0.0,0,24.812030792236328,0,Finance,31.0,1.0,1.6143468618392944,0,foundation,ETH,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,Security,0,0,1,0,0,0,0,0,0.48798251152038574,0,1,0,Switzerland,0.0,0.18,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc
No,No,0,32433365.6222021,0,17.307212829589844,0,0,Mysterium,0,unknown,1,1,2017-05-30,Privacy & Security,unknown,1,0,2017-05-30,CHF,1.0,1,0,0,0,32.0,0,0,ERC-20,1,0,2017-06-13,1,1,0,0,1,CHF,1,1,0,1,0,0,1,2109850.804597701,0,16.66666603088379,0,Privacy & Security,15.0,1.0,0.9407498836517334,0,unknown,CHF,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,Utility-token,0,0,0,0,0,1,0,0,0.0,0,0,0,Switzerland,0.0,0.34,0xa645264c5603e96c3b0b078cdab68733794b0a71
No,No,1,77910266.1576906,0,65.02095794677734,1,1,NAGA,0,high,1,1,2017-11-19,Payments,"Herrengraben 31, Hamburg 20459",1,1,2017-12-15,USD,1.0,1,0,3,1,79.0,0,1,ERC-20,1,0,2017-12-15,1,0,1,0,1,USD,1,27,0,0,0,1,1,45000000.0,0,0.0,1,Payments,27.0,1.0,1.0,0,joint-stock corporation,USD,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,1,0,0,0.7899619936943054,0,0,1,Germany,0.0,0.45,0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131
No,No,1,29800000.0,0,12.283722877502441,1,1,NapoleonX (NPX),0,unknown,1,1,2018-01-22,Finance,"Napoleon Crypto SAS, 11 rue de Sevres, 75 006 Paris",0,0,2018-02-28,EUR,1.0,1,0,1,1,40.0,0,1,ERC-20,0,1,2018-02-28,1,0,1,0,1,EUR,1,38,0,1,0,1,1,0.0,0,20.0,0,Finance,38.0,1.0,0.5704103708267212,0,limited liability partnership,EUR,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,Utility-token,1,1,0,0,0,0,0,0,-0.050035517662763596,0,0,1,France,0.0,0.3,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02
No,No,1,100000000.0,0,55.9736328125,0,0,Neuromation,0,neutral,1,1,2018-01-07,Data Analytics,"Liivalaia tn 45, Kesklinna district, Tallinn city, Harju county, 10145",0,1,2018-01-07,tokens,1.0,1,0,0,1,36.0,1,0,ERC-20,0,1,2018-02-15,1,1,1,0,1,tokens,0,1,0,0,0,1,1,0.0,0,31.034482955932617,0,Data Analytics,40.0,0.0,1.5714285373687744,0,joint-stock corporation,tokens,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.0,0,0,1,Estonia,0.0,0.4,0x69beab403438253f13b6e92db91f7fb849258263
No,No,0,21000000.0,1,11.587200164794922,0,0,Nimiq,1,unknown,1,1,2017-06-28,Blockchain Infrastructure,unknown,1,1,2017-07-28,ETH,1.0,1,0,0,1,9.0,0,0,ERC-20,0,0,2017-07-08,0,1,1,0,0,ETH,1,31,0,1,0,0,1,0.0,0,28.571428298950195,0,Blockchain Infrastructure,11.0,1.0,1.1035428047180176,0,joint-stock corporation,ETH,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,New Blockchain,0,0,0,0,0,1,0,0,0.08706413209438324,1,1,0,British Virgin Islands,0.88,0.055,0xcfb98637bcae43c13323eaa1731ced2b716962fd
No,No,0,120000000.0,0,2.7022929191589355,0,0,Nitro,0,high,1,1,2017-12-01,Video Games & VR,unknown,0,0,2017-12-26,BTC,1.0,1,0,0,0,43.0,0,0,ERC-20,0,1,2017-12-26,1,0,1,0,0,BTC,1,26,0,0,1,1,1,0.0,0,20.0,0,Video Games & VR,26.0,1.0,0.8705700039863586,0,unknown,BTC,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,Utility-token,0,0,0,0,0,0,0,0,0.3831322193145752,1,1,1,British Virgin Islands,0.0,0.5,0xec46f8207d766012454c408de210bcbc2243e71c
No,No,1,100000000.0,0,14.3608980178833,1,1,OAX,0,high,1,1,2017-06-22,Trading & Exchanges,"19B CNT Tower, 338 Hennessy Road Wan Chai",0,1,2017-07-04,tokens,1.0,0,0,1,0,23.0,0,1,ERC-20,1,1,2017-07-04,0,0,0,0,0,tokens,1,13,0,0,1,1,1,7422286.287289929,0,0.0,0,Trading & Exchanges,13.0,1.0,0.5709450840950012,0,joint-stock corporation,tokens,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,Security,1,0,1,0,0,0,0,1,-0.039111457765102386,0,1,0,Hong Kong,0.0,0.7,0x701c244b988a513c945973defa05de933b23fe1d
Pantera Capital; Kenetic Capital; Nirvana Capital,SBI Investment; SMDV; SMBC; Golden Gate Ventures; Ascend Capital; East Ventures; Krungsri; 500 Startups,1,140245398.0,0,26.75911521911621,1,0,OmiseGO,1,high,1,1,2017-06-07,Payments,"7, STRAITS VIEW, #11-01, MARINA ONE EAST TOWER, SINGAPORE 018936",0,1,2017-06-27,USD,1.0,1,0,4,1,16.0,0,0,ERC-20,0,1,2017-06-27,0,1,1,1,1,USD,1,21,0,0,0,1,1,0.0,1,0.0,0,Payments,21.0,0.0,0.29308998584747314,0,joint-stock corporation,USD,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,Cryptocurrency,1,0,0,1,0,0,0,1,-0.06803882122039795,0,0,1,Singapore,0.0,0.349,0xd26114cd6ee289accf82350c8d8487fedb8a0c07
